REGIÃO;UF;MUNICÍPIO ;COMUNIDADE;Nº PROCESSO NA FCP;DATA DA ABERTURA;ETAPA ATUAL PROCESSO FCP;Nº DA PORTARIA;DATA DA PORTARIA NO DOU;Nº PROCESSO INCRA;ETAPA DO PROCESSO DE TITULAÇÃO
NORDESTE;AL;POÇO DAS TRINCHEIRAS;JORGE;01420.001243/2004-19;01/12/2004;CERTIFICADA;26/2005;08/06/2005;;
NORDESTE;AL;IGREJA NOVA;PALMEIRA DOS NEGROS;01420.001298/2004-39;08/12/2004;CERTIFICADA;jul/05;19/04/2005;;
NORDESTE;PE;AGRESTINA;VILA PÉ DA SERRA DOS MENDES;01420.000370/2005-81;08/03/2005;CERTIFICADA;set/06;12/05/2006;54140.000151/2013-73 ;
NORDESTE;PE;ÁGUAS BELAS;SÍTIO PINHÃO;01420.000371/2005-26;08/03/2005;CERTIFICADA;26/2005;08/06/2005;54140.004353/2007-98 ;
NORDESTE;PE;ÁGUAS BELAS;TANQUINHOS;01420.000399/2005-63;08/03/2005;CERTIFICADA;26/2005;08/06/2005;54140.000377/2012-35 ;
NORDESTE;PE;BOM CONSELHO;ANGICO;01420.000372/2005-71;08/03/2005;CERTIFICADA;26/2005;08/06/2005;54140.000271/2006-93 ;
NORDESTE;PE;BOM CONSELHO;ISABEL;01420.000373/2005-15;08/03/2005;CERTIFICADA;26/2005;08/06/2005;;
NORDESTE;PE;BOM CONSELHO;MACACOS;01420.000374/2005-60;08/03/2005;CERTIFICADA;26/2005;08/06/2005;54140.000308/2013-11 ;
NORDESTE;PE;BREJÃO;BATINGA;01420.000375/2005-12;08/03/2005;CERTIFICADA;26/2005;08/06/2005;54140.000305/2013-79 ;
NORDESTE;PE;CAPOEIRAS;FIDELÃO;01420.000378/2005-48;08/03/2005;CERTIFICADA;26/2005;08/06/2005;54140.000762/2014-44 ;
NORDESTE;PE;CARNAÍBA;BREJO DE DENTRO;01420.000379/2005-92;08/03/2005;CERTIFICADA;26/2005;08/06/2005;54140.000631/2014-67 ;
NORDESTE;PE;CARNAÍBA;GAMELEIRA;01420.000380/2005-17;08/03/2005;CERTIFICADA;26/2005;08/06/2005;;
NORDESTE;PE;CARNAÍBA;ABELHA;01420.000381/2005-61;08/03/2005;CERTIFICADA;26/2005;08/06/2005;54140.000632/2014-10 ;
NORDESTE;PE;CUPIRA;SAMBAQUIM;01420.000382/2005-14;08/03/2005;CERTIFICADA;23/2005;25/05/2005;54140.000060/2014-61 ;
NORDESTE;PE;CUSTÓDIA;SÃO JOSÉ;01420.000383/2005-51;08/03/2005;CERTIFICADA;26/2005;08/06/2005;54141.000400/2008-03 ;
NORDESTE;PE;CUSTÓDIA;CACHOEIRA;01420.000384/2005-03;08/03/2005;CERTIFICADA;26/2005;08/06/2005;;
NORDESTE;PE;GARANHUNS;ESTIVA;01420.000386/2005-94;08/03/2005;CERTIFICADA;26/2005;08/06/2005;54140.004354/2007-32 ;
NORDESTE;PE;GARANHUNS;ESTRELA;01420.000387/2005-39;08/03/2005;CERTIFICADA;26/2005;08/06/2005;54140.000354/2008-44 ;
NORDESTE;PE;GOIANA;POVOAÇÃO;01420.000388/2005-83;08/03/2005;CERTIFICADA;26/2005;08/06/2005;54140.001215/2013-57 ;
NORDESTE;PE;LAGOA DOS GATOS;CAVUCO;01420.000389/2005-28;08/03/2005;CERTIFICADA;28/2005;12/07/2005;;
NORDESTE;PE;LAGOA DOS GATOS;PAU FERRADO;01420.000390/2005-52;08/03/2005;CERTIFICADA;28/2005;12/07/2005;54140.001278/2013-51 ;
NORDESTE;PE;MIRANDIBA;ARAÇÁ;01420.000391/2005-05;08/03/2005;CERTIFICADA;28/2005;12/07/2005;54141.000363/2009-14;
NORDESTE;PE;MIRANDIBA;CARURU;01420.000392/2005-41;08/03/2005;CERTIFICADA;28/2005;12/07/2005;;
NORDESTE;PE;MIRANDIBA;FEIJÃO;01420.000393/2005-96;08/03/2005;CERTIFICADA;28/2005;12/07/2005;54141.000032/2006-23;
NORDESTE;PE;MIRANDIBA;PEDRA BRANCA;01420.000395/2005-85;08/03/2005;CERTIFICADA;28/2005;12/07/2005;54141.000372/2009-05;
NORDESTE;PE;MIRANDIBA;SERRA VERDE;01420.000396/2005-20;08/03/2005;CERTIFICADA;28/2005;12/07/2005;;
NORDESTE;PE;PASSIRA;CACIMBINHA;01420.000397/2005-74;08/03/2005;CERTIFICADA;28/2005;12/07/2005;54140.000505/2013-21 ;
NORDESTE;PE;PESQUEIRA;NEGROS DO OSSO;01420.000398/2005-19;08/03/2005;CERTIFICADA;28/2005;12/07/2005;54140.000775/2009-56 ;
NORDESTE;PE;PETROLÂNDIA;BORDA DO LAGO;01420.000357/2005-22;08/03/2005;CERTIFICADA;28/2005;12/07/2005;54141.000011/2017-61;
NORDESTE;PE;PETROLINA;AFRANTO;01420.000358/2005-77;08/03/2005;CERTIFICADA;28/2005;12/07/2005;;
NORDESTE;PE;PETROLINA;FANDANGO;01420.000359/2005-11;08/03/2005;CERTIFICADA;28/2005;12/07/2005;;
NORDESTE;PE;QUIXABA;SÍTIO GIA;01420.000360/2005-46;08/03/2005;CERTIFICADA;28/2005;12/07/2005;;
NORDESTE;PE;RIO FORMOSO;ENGENHO SIQUEIRA;01420.000361/2005-91;08/03/2005;CERTIFICADA;28/2005;12/07/2005;54140.001119/2013-57 ;
NORDESTE;PE;SALGADINHO;CONTE;01420.000362/2005-35;08/03/2005;CERTIFICADA;28/2005;12/07/2005;;
NORDESTE;PE;SÃO BENTO DO UNA;JIRAÚ;01420.000363/2005-80;08/03/2005;CERTIFICADA;32/2005;19/08/2005;54140.001634/2004-46 ;
NORDESTE;PE;SÃO BENTO DO UNA;CAIBRA;01420.000364/2005-24;08/03/2005;CERTIFICADA;28/2005;12/07/2005;54140.001634/2004-46 ;
NORDESTE;PE;SÃO BENTO DO UNA;CALDEIRÃOZINHO;01420.000355/2005-33;08/03/2005;CERTIFICADA;28/2005;12/07/2005;54140.001634/2004-46 ;
NORDESTE;PE;SÃO BENTO DO UNA;PRIMAVERA;01420.000400/2005-50;08/03/2005;CERTIFICADA;28/2005;12/07/2005;54140.001634/2004-46 ;
NORDESTE;PE;SÃO JOSÉ DO EGITO;QUEIMADA DE ZÉ VICENTE;01420.000356/2005-88;08/03/2005;CERTIFICADA;28/2005;12/07/2005;;
NORDESTE;PE;SALGUEIRO | TERRA NOVA;CONTENDAS;01420.000365/2005-79;08/03/2005;CERTIFICADA;28/2005;12/07/2005;54141.002033/2006-11;RTID
CENTRO-OESTE;GO;CAVALCANTE | MONTE ALEGRE DE GOIÁS | TERESINA DE GOIÁS;KALUNGA;01420.000298/1998-11;31/05/2001;CERTIFICADA;jul/05;19/04/2005;54700.000189/2004-12 ;TRD  - Despacho de 15/07/2000 - 18/07/2000
NORDESTE;PE;BREJÃO;CURIQUINHA DOS NEGROS;01420.000376/2005-59;07/03/2005;CERTIFICADA;28/2005;12/07/2005;54140.000518/2013-09 ;
NORDESTE;PE;CABO DE SANTO AGOSTINHO;ONZE NEGRAS;01420.000377/2005-01;07/03/2005;CERTIFICADA;32/2005;19/08/2005;;
NORDESTE;PE;GARANHUNS;CALUETE;01420.000338/2005-04;04/03/2005;CERTIFICADA;29/2006;13/12/2006;54140.000306/2013-13 ;
NORDESTE;BA;NILO PEÇANHA;BOITARACA;01420.000352/2005-08;08/03/2005;CERTIFICADA;jul/05;19/04/2005;54160.001733/2008-13;
NORDESTE;BA;NILO PEÇANHA;JATIMANE;01420.000353/2005-44;08/03/2005;CERTIFICADA;jul/06;19/04/2005;54160.002658/2008-16;
CENTRO-OESTE;MS;MARACAJU;SAO MIGUEL;01420.000492/2005-78;17/03/2005;CERTIFICADA;32/2005;19/08/2005;54290.000372/2005-60 ;TITULAÇÃO PARCIAL
CENTRO-OESTE;MS;DOURADOS | ITAPORÃ;PICADINHA;01420.000491/2005-23;17/03/2005;CERTIFICADA;jul/05;19/04/2005;54290.000373/2005-12 ;PORTARIA NO DOU
NORDESTE;CE;PORTEIRAS;SOUZA;01420.000019/2005-91;06/01/2005;CERTIFICADA;jul/05;19/04/2005;54130.001692/2006-51 ;
CENTRO-OESTE;GO;SANTA RITA DO NOVO DESTINO;POMBAL;01420.000307/1999-46;07/07/1999;CERTIFICADA;jul/05;19/04/2005;54150.001535/2006-15 ;
NORDESTE;BA;CIPÓ;CABOGE;01420.000499/2005-90;18/03/2005;CERTIFICADA;23/2005;25/05/2005;54160.002756/2013-11;
NORDESTE;BA;CIPÓ;RUA DO JORRO;01420.000502/2005-75;18/03/2005;CERTIFICADA;23/2005;25/05/2005;54160.002756/2013-11;
NORDESTE;BA;CIPÓ;VÁRZEA GRANDE;01420.000500/2005-86;18/03/2005;CERTIFICADA;23/2005;25/05/2005;54160.002756/2013-11;
NORDESTE;AL;MONTEIRÓPOLIS;PAUS PRETOS;01420.001242/2004-74;02/12/2004;CERTIFICADA;23/2005;25/05/2005;;
NORDESTE;PB;AREIA;ENGENHO DO BONFIM ;01420.000042/2005-85;11/01/2005;CERTIFICADA;23/2005;25/05/2005;54320.001528/2004-44 ;DECRETO NO DOU
NORDESTE;BA;LENÇÓIS;REMANSO;01420.000501/2005-21;17/03/2005;CERTIFICADA;23/2005;25/05/2005;;
NORDESTE;PB;INGÁ | SERRA REDONDA;PEDRA D'ÁGUA;01420.000735/2005-78;18/04/2005;CERTIFICADA;23/2005;25/05/2005;54320.000415/2005-11 ;DECRETO NO DOU
SUDESTE;SP;UBATUBA;CAÇANDOCA;01420.000271/1998-09;22/07/1998;CERTIFICADA;23/2005;25/05/2005;54190.000477/2005-47 ;PORTARIA NO DOU
CENTRO-OESTE;MT;CHAPADA DOS GUIMARÃES;LAGOINHA DE BAIXO;01420.000844/2005-95;23/08/2005;CERTIFICADA;23/2005;25/05/2005;54240.002141/2005-86 ;DECRETO NO DOU
CENTRO-OESTE;MT;CHAPADA DOS GUIMARÃES;ITAMBÉ;01420.000845/2005-30;23/08/2005;CERTIFICADA;23/2005;25/05/2005;54240.005178/2005-66 ;
CENTRO-OESTE;MT;CHAPADA DOS GUIMARÃES;LAGOINHA DE CIMA;01420.000846/2005-84;29/04/2005;CERTIFICADA;23/2005;25/05/2005;54240.005177/2005-11 ;
SUDESTE;MG;PARACATU;PONTAL;01420.000707/2004-70;01/10/2004;CERTIFICADA;26/2006;08/06/2005;54170.003737/2005-74;
SUDESTE;MG;PARACATU;CERCADO;01420.000946/2004-20;27/10/2004;CERTIFICADA;26/2006;08/06/2005;54170.003739/2005-63;
SUDESTE;MG;GAMELEIRAS | JAÍBA | PAI PEDRO | PORTEIRINHA  | CATUTI  | JANAÚBA  | MONTE AZUL;GORUTUBA;01420.001250/2004-11;02/12/2004;CERTIFICADA;26/2005;08/06/2005;54170.000533/2005-81;RTID
CENTRO-OESTE;GO;MINEIROS;CEDRO;01420.000099/1999-01;15/03/1999;CERTIFICADA;26/2005;08/06/2005;54150.002642/2011-10 ;RTID
NORDESTE;PI;SÃO MIGUEL DO TAPUIO;MACACOS;01420.001249/2004-96;02/12/2004;CERTIFICADA;26/2005;08/06/2005;54380.003205/2005-61;
NORDESTE;MA;ITAPECURU-MIRIM;SANTA ROSA DOS PRETOS (composta pelas comunidades: Santa Rosa dos Pretos, Barreira Funda, Sítio Velho, Curva de Santana, Alto São João, Picos I, Picos II, Pindaíba, Fazenda Nova, Colégio, Centro de Aguida, Matão Velho, Boa Vista, Barreira, Pirinã, Kelru, Conceição, Fugido, Leiro e Tingidor do Campo);01420.001382/2004-42;20/12/2004;CERTIFICADA;28/2005;12/07/2005;54230.003909/2005-58 ;DECRETO NO DOU
NORDESTE;PB;VÁRZEA;PITOMBEIRA;01420.000864/2005-66;03/05/2005;CERTIFICADA;26/2005;08/06/2005;54320.000906/2005-53 ;RTID
SUDESTE;SP;IPORANGA;BOMBAS;01420.000734/2005-23;12/05/2005;CERTIFICADA;26/2005;08/06/2005;54190.001655/2005-97 ;
NORDESTE;RN;TIBAU DO SUL;SIBAÚMA;01420.000658/2004-75;28/09/2004;CERTIFICADA;26/2005;08/06/2005;54330.000253/2005-93 ;
NORDESTE;MA;GUIMARÃES;DAMÁSIO;01420.000738/2005-10;18/04/2005;CERTIFICADA;26/2005;08/06/2005;54230.002395/2006-02 ;
NORDESTE;MA;PINHEIRO;SANTANA DOS PRETOS;01420.000865/2005-19;03/05/2005;CERTIFICADA;26/2005;08/06/2005;54230.004772/2004-78;
NORDESTE;BA;VITÓRIA DA CONQUISTA;BOQUEIRÃO;01420.000892/2005-83;06/05/2005;CERTIFICADA;26/2005;08/06/2005;54160.000617/2012-03;
NORDESTE;BA;ITUBERÁ;LAGOA SANTA;01420.000743/2005-14;19/04/2005;CERTIFICADA;26/2005;08/06/2005;54160.001700/2008-73;PORTARIA NO DOU
NORDESTE;CE;HORIZONTE | PACAJUS;ALTO ALEGRE;01420.001078/2005-86;23/05/2005;CERTIFICADA;26/2005;08/06/2005;54130.004882/2005-49;DECRETO NO DOU
NORDESTE;BA;ITUBERÁ;INGAZEIRA;01420.000742/2005-70;19/04/2005;CERTIFICADA;26/2005;08/06/2005;54160.001701/2008-18;
NORDESTE;PB;ALAGOA GRANDE;CAIANA DOS CRIOULOS;01420.000267/1998-23;22/07/1998;CERTIFICADA;26/2005;08/06/2005;54320.000416/2005-57 ;RTID
NORDESTE;BA;RIACHO DE SANTANA;DUAS LAGOAS;01420.000605/2004-54;15/09/2004;CERTIFICADA;28/2005;12/07/2005;54160.001709/2008-84;
SUDESTE;MG;MATIAS CARDOSO;LAPINHA;01420.001164/2005-99;01/06/2005;CERTIFICADA;28/2005;12/07/2005;54170.003689/2005-14;RTID
NORTE;PA;CAPITÃO POÇO | SANTA LUZIA DO PARÁ;NARCISA;01420.001069/2005-95;19/05/2005;CERTIFICADA;28/2005;12/07/2005;54100.000849/2005-05 ;DECRETO NO DOU
NORDESTE;BA;SENHOR DO BONFIM;LAGE E MAMOEIRO;01420.001067/2005-04;23/05/2005;CERTIFICADA;28/2005;12/07/2005;54160.001826/2013-13;
NORDESTE;BA;CACHOEIRA;ENGENHO NOVO DO VALE DO IGUAPE;01420.001109/2005-07;25/05/2005;CERTIFICADA;28/2005;12/07/2005;54160.001809/2012-97;
SUDESTE;MG;OURO VERDE DE MINAS;SANTA CRUZ;01420.000826/2005-11;28/04/2005;CERTIFICADA;37/2005;12/07/2005;54170.002927/2004-74;
NORDESTE;BA;CACHOEIRA;SÃO FRANCISCO DO PARAGUAÇU;01420.001070/2005-10;23/05/2005;CERTIFICADA;28/2005;12/07/2005;54160.002024/2006-93;PORTARIA NO DOU
NORDESTE;PB;SANTA LUZIA;SERRA DO TALHADO - URBANA;01420.001306/2005-18;16/06/2005;CERTIFICADA;28/2005;12/07/2005;54320.001205/2007-01 ;PORTARIA NO DOU
SUDESTE;SP;SALTO DE PIRAPORA;CAFUNDÓ;01420.000077/1997-07;07/04/1997;CERTIFICADA;28/2005;12/07/2005;54190.002551/2004-89 ;CDRU
NORDESTE;BA;MATA DE SÃO JOÃO;BARREIROS PAU GRANDE  E TAPERA;01420.001307/2005-62;16/06/2005;CERTIFICADA;28/2005;12/07/2005;54000.033395/2018-93;
NORDESTE;BA;SENHOR DO BONFIM | ANTÔNIO GONÇALVES | FILADÉLFIA;TIJUAÇU;01420.000048/1998-90;25/02/1998;CERTIFICADA;28/2005;12/07/2005;54160.003083/2007-60;DECRETO NO DOU
SUDESTE;MG;SÃO JOÃO DA PONTE;SETE LADEIRAS;01420.000430/2003-02;04/11/2003;CERTIFICADA;28/2005;12/07/2005;54170.008053/2005-69;RTID
SUDESTE;MG;SÃO JOÃO DA PONTE;BOA VISTINHA;01420.001187/2005-01;03/06/2005;CERTIFICADA;28/2005;12/07/2005;54170.008055/2005-58;
SUDESTE;MG;SÃO JOÃO DA PONTE;TERRA DURA;01420.001188/2005-48;03/06/2005;CERTIFICADA;28/2005;12/07/2005;54170.008054/2005-11;RTID
NORDESTE;MA;CURURUPU;ALIANÇA;01420.001064/2005-62 ;23/05/2005;CERTIFICADA;28/2005;12/07/2005;54230.003774/2004-40 ;
NORDESTE;PI;BATALHA;MANGA/IÚS;01420.001066/2005-51;23/05/2005;CERTIFICADA;28/2005;12/07/2005;54380.003445/2005-66;
NORDESTE;PI;BATALHA;ESTREITO;01420.001065/2005-15;23/05/2005;CERTIFICADA;28/2005;12/07/2005;54380.003446/2005-19;
NORDESTE;MA;MIRINZAL;SANTA JOANA;01420.001063/2005-18;23/05/2005;CERTIFICADA;28/2005;12/07/2005;54230.003774/2004-40;DECRETO NO DOU
NORDESTE;MA;VARGEM GRANDE;POVOADO BELMONTE;01420.001159/2005-86;01/06/2005;CERTIFICADA;28/2005;12/07/2005;;
NORTE;RO;ALTA FLORESTA D OESTE | SÃO FRANCISCO DO GUAPORÉ;PEDRAS NEGRAS;01420.001295/2005-76;15/06/2005;CERTIFICADA;32/2005;19/08/2005;54300.000745/2005-36 ;RTID
SUL;RS;MOSTARDAS;TEIXEIRA;01420.001225/2005-18 ;17/04/2005;CERTIFICADA;32/2005;19/08/2005;54220.002305/2007-75;
NORTE;RO;COSTA MARQUES;FORTE PRÍNCIPE DA BEIRA;01420.001406/2005-44;28/06/2005;CERTIFICADA;32/2005;19/08/2005;54300.001013/2008-14 ;
SUL;RS;MOSTARDAS;COLODIANOS;01420.001227/2005-15;08/06/2005;CERTIFICADA;32/2005;19/08/2005;54220.002304/2007-21;
NORDESTE;MA;ITAPECURU-MIRIM;CONTENDAS;01420.001160/2005-19;01/06/2005;CERTIFICADA;32/2005;19/08/2005;54230.000069/2010-39 ;
CENTRO-OESTE;MS;SONORA;FAMÍLIA BISPO;01420.001442/2005-16;29/06/2005;CERTIFICADA;32/2005;19/08/2005;54290.002116/2005-15 ;
CENTRO-OESTE;MS;FIGUEIRÃO;SANTA TEREZA;01420.001443/2005-52;30/06/2005;CERTIFICADA;32/2005;19/08/2005;;
CENTRO-OESTE;MS;CAMPO GRANDE;CHÁCARA DO BURITI;01420.001446/2005-96;30/06/2005;CERTIFICADA;32/2005;19/08/2005;54290.000405/2004-91 ;TITULAÇÃO PARCIAL
CENTRO-OESTE;MS;TERENOS;COMUNIDADE DOS PRETOS;01420.001445/2005-41;30/06/2005;CERTIFICADA;32/2005;19/08/2005;;
CENTRO-OESTE;MS;RIO NEGRO;OROLÂNDIA;01420.001448/2005-85;30/06/2005;CERTIFICADA;32/2005;19/08/2005;;
CENTRO-OESTE;MS;PEDRO GOMES;FAMÍLIA QUINTINO;01420.001444/2005-05;30/06/2005;CERTIFICADA;32/2005;19/08/2005;54290.001262/2005-15 ;
NORDESTE;BA;SALVADOR;MARTELO, PONTA GROSSA E PORTO DOS CAVALOS;01420.001407/2005-99;28/06/2005;CERTIFICADA;37/2005;12/09/2005;54160.001114/2008-29;RTID
NORDESTE;BA;PLANALTO;CINZENTO;01420.001409/2005-88;28/06/2005;CERTIFICADA;32/2005;19/08/2005;54160.001891/2014-11;
NORDESTE;BA;MARAGOGIPE;PORTO DA PEDRA;01420.001456/2005-21;30/06/2005;CERTIFICADA;32/2005;19/08/2005;54160.003560/2007-97;RTID
NORTE;TO;ARRAIAS | PARANÃ;MIMOSO;01420.001226/2005-62;08/06/2005;CERTIFICADA;37/2005;12/09/2005;54400001221/2005-34;DECRETO NO DOU
NORTE;PA;SANTARÉM;MURUMURU;01420.000421/2005-75;10/03/2005;CERTIFICADA;32/2005;19/08/2005;54105.002170/2003-31 ;RTID
NORDESTE;SE;POÇO REDONDO;SERRA DA GUIA;01420.001322/2005-19;17/06/2005;CERTIFICADA;32/2005;19/08/2005;54370.000549/2005-38 ;TITULAÇÃO PARCIAL
SUDESTE;SP;ELDORADO | IPORANGA;SÃO PEDRO;01420.001452/2005-43;30/06/2005;CERTIFICADA;32/2005;19/08/2005;54190.000475/0205-58 ;PORTARIA NO DOU
NORDESTE;BA;MARAGOGIPE;GIRAL GRANDE, GUERÉM E TABATINGA;01420.001408/2005-33;27/06/2005;CERTIFICADA;32/2005;19/08/2005;54160.003560/2007-97;RTID
NORDESTE;SE;SANTA LUZIA DO ITANHY;LUZIENSES (composta pelos povoados: Rua da Palha, Pedra Furada, Crasto, Cajazeiras, Taboa, Pedra D´ água, Bode e Botequim);01420.001359/2005-39;21/06/2005;CERTIFICADA;32/2005;19/08/2005;54370.000780/2006-11 ;RTID
SUDESTE;ES;CACHOEIRO DE ITAPEMIRIM;MONTE ALEGRE;01420.001511/2005-83;05/07/2005;CERTIFICADA;37/2005;12/09/2005;54340.000583/2005-60 ;RTID
NORDESTE;BA;SEABRA;LAGOA DO BAIXÃO;01420.001531/2005-54;07/07/2005;CERTIFICADA;37/2005;12/09/2005;;
NORDESTE;MA;BREJO;FAVEIRA;01420.001509/2005-12;05/07/2005;CERTIFICADA;37/2005;12/09/2005;;
NORDESTE;MA;ITAPECURU-MIRIM;SÃO PEDRO;01420.001161/2005-55;01/06/2005;CERTIFICADA;37/2005;12/09/2005;;
SUDESTE;MG;AMPARO DO SERRA;ESTIVA;01420.001323/2005-55;17/06/2005;CERTIFICADA;28/2005;12/09/2005;54170.008061/2005-13;
NORDESTE;MA;BREJO;BOCA DA MATA E CRIULIS;01420.001512/2005-28;05/07/2005;CERTIFICADA;37/2005;12/09/2005;;
NORDESTE;MA;BREJO;BOA ESPERANÇA;01420.001510/2005-39;05/07/2005;CERTIFICADA;37/2005;12/09/2005;;
NORDESTE;SE;AMPARO DE SÃO FRANCISCO | AQUIDABÃ | CANHOBA | CEDRO DE SÃO JOÃO | TELHA;CARAÍBAS;01420.001866/2005-72;07/07/2005;CERTIFICADA;37/2005;12/09/2005;54370.000783/2006-46;DECRETO NO DOU
SUL;RS;CACHOEIRA DO SUL;CAMBARÁ;01420.001693/2005-92;21/07/2005;CERTIFICADA;37/2005;12/09/2005;54220.001249/2006-71;DECRETO NO DOU
NORDESTE;BA;SEABRA;SERRA DO QUEIMADÃO;01420.001540/2005-45;08/07/2005;CERTIFICADA;37/2005;12/09/2005;54160.005633/2008-66;
NORDESTE;BA;RIO DE CONTAS;BARRA, BANANAL E  RIACHO DAS PEDRAS;01420.000054/1998-92;26/02/1998;CERTIFICADA;37/2005;12/09/2005;;TRD  - Despacho de 15/07/2000 - 18/07/2000
SUDESTE;MG;LEME DO PRADO;PORTO CORIS;10680.002500/1998-61;27/01/1998;CERTIFICADA;39/2005;30/09/2005;54170.002492/2004-87;TRD  - Despacho de 15/07/2000 - 18/07/2000
SUDESTE;MG;OURO VERDE DE MINAS;NEGRA RURAL DE QUILOMBO;01420.000655/2004-31;28/09/2004;CERTIFICADA;39/2005;30/09/2005;54170.008060/2005-61;
SUDESTE;ES;SANTA LEOPOLDINA;RETIRO;01420.000057/1998-80;13/08/1997;CERTIFICADA;39/2005;30/09/2005;54340.000528/2004-99 ;DECRETO NO DOU
NORDESTE;MA;ANAJATUBA | ITAPECURU-MIRIM;MONGE BELO (composta pelas comunidades: Ponta Grossa, Juçara, Jaibara dos Rodrigues, Teso da Tapera e Frades);01420.001379/2004-29;16/12/2004;CERTIFICADA;39/2005;30/09/2005;54230.003794/2004-11;DECRETO NO DOU
NORDESTE;CE;CRATEÚS;QUEIMADAS;01420.000132/2005-76;26/01/2005;CERTIFICADA;39/2005;30/09/2005;54130.003559/2005-58 ;RTID
NORDESTE;MA;BREJO;SACO DAS ALMAS;01420.001618/2005-21;14/07/2005;CERTIFICADA;39/2005;30/09/2005;54230.003791/2004-87 ;
SUDESTE;MG;VAZANTE;CABELUDO;01420.000654/2004-97;28/09/2004;CERTIFICADA;39/2005;30/09/2005;54170.007017/2005-88;
SUDESTE;MG;SÃO FRANCISCO;BOM JARDIM DA PRATA (composto pelas comunidades: Barreira dos Índios, Bom Jardim da Prata, Bom Jardim Mandacaru, Caldeirões, Junco, Corredor, Lagoa da Prata, Lajeado do Acari, Lajedo, Piãozeiro, Porto  Velho, Santa Helena e São Francisco de Assis);01420.001000/2005-61;17/05/2005;CERTIFICADA;39/2005;30/09/2005;54170.007019/2005-77;
NORDESTE;MA;ITAPECURU-MIRIM;SANTA HELENA;01420.000863/2005-11;03/05/2005;CERTIFICADA;39/2005;30/09/2005;54230.000412/2007-40;TITULADO
NORDESTE;MA;LIMA CAMPOS;SANTO ANTÔNIO DOS SARDINHAS;01420.001381/2004-06;20/12/2004;CERTIFICADA;39/2005;30/09/2005;;
NORDESTE;MA;SERRANO DO MARANHÃO;PALACETE;01420.001384/2004-31;12/11/2004;CERTIFICADA;39/2005;30/09/2005;;
NORDESTE;MA;BREJO;SANTA ALICE;01420.001619/2005-76;14/07/2005;CERTIFICADA;39/2005;30/09/2005;;
SUDESTE;MG;CARLOS CHAGAS | TEÓFILO OTONI;MARCOS;01420.001695/2005-81;26/07/2005;CERTIFICADA;28/2005;12/09/2005;54170.001467/2006-48;DECRETO NO DOU
SUL;PR;CASTRO;SERRA DO APON, LIMITÃO e MAMANS;01420.001617/2005-87;14/07/2005;CERTIFICADA;37/2005;12/09/2005;54200.003339/2006-34 ;
SUL;PR;PONTA GROSSA;SANTA CRUZ;01420.001638/2005-01;18/07/2005;CERTIFICADA;32/2005;19/08/2005;54000.001626/2008-71 ;
SUL;PR;PONTA GROSSA;SUTIL;01420.001639/2005-47;18/07/2005;CERTIFICADA;32/2005;19/08/2005;54200.003249/2009-96 ;
NORDESTE;BA;BOM JESUS DA LAPA;LAGOA DAS PIRANHAS;01420.001341/2004-56;14/12/2004;CERTIFICADA;37/2005;12/09/2005;54160.005093/2005-78;RTID
NORTE;AP;MACAPÁ;LAGOA DOS ÍNDIOS;01420.000072/2002-49;22/11/2007;CERTIFICADA;32/2005;19/08/2005;54350.000348/2004-98 ;
NORDESTE;BA;SEABRA;BAIXÃO VELHO;01420.001532/2005-07;08/07/2005;CERTIFICADA;37/2005;12/09/2005;54160.004666/2008-89;
NORDESTE;BA;SEABRA;AGRESTE;01420.001533/2005-43;08/07/2005;CERTIFICADA;32/2005;19/08/2005;54160.004667/2008-83;DECRETO NO DOU
NORDESTE;BA;SEABRA;OLHOS D'ÁGUA DO BASÍLIO;01420.001539/2005-11;08/07/2005;CERTIFICADA;32/2005;19/08/2005;54160.003498/2008-14;DECRETO NO DOU
NORDESTE;SE;INDIAROBA;DESTERRO;01420.001228/2005-51;08/06/2005;CERTIFICADA;32/2005;19/08/2005;54370.000779/2006-88 ;RTID
NORDESTE;PI;ESPERANTINA;VEREDA DOS ANACLETOS;01420.001186/2005-59;03/06/2005;CERTIFICADA;32/2005;19/08/2005;54380.000975/2005-52;
SUL;PR;ADRIANÓPOLIS;JOÃO SURÁ;01420.001692/2005-48;26/07/2005;CERTIFICADA;32/2005;19/08/2005;54200.003344/2006-47 ;PORTARIA NO DOU
SUL;PR;CURIÚVA;ÁGUA MORNA;01420.001716/2005-69;27/07/2005;CERTIFICADA;32/2005;19/08/2005;54200.003342/2006-58 ;PORTARIA NO DOU
SUL;PR;CURIÚVA;GUAJUVIRA;01420.001715/2005-14;27/07/2005;CERTIFICADA;32/2005;19/08/2005;54200.003343/2006-01 ;
NORTE;PA;SANTARÉM;SÃO RAIMUNDO DO ITUQUI;01420.001534/2005-98;08/07/2005;CERTIFICADA;32/2005;19/08/2005;54501.007690/2007-91 ;
NORTE;PA;SANTARÉM;NOVA VISTA DO ITUQUI;01420.001535/2005-32;08/07/2005;CERTIFICADA;32/2005;19/08/2005;54501.007690/2007-91 ;
NORTE;PA;SANTARÉM;SÃO JOSÉ DO ITUQUI;01420.001537/2005-21;08/07/2005;CERTIFICADA;32/2005;19/08/2005;54501.007690/2007-91 ;
NORTE;PA;SANTARÉM;MAICÁ;01420.001538/2005-76;08/07/2005;CERTIFICADA;32/2005;19/08/2005;54501.009417/2006-10 ;
